size,mflop
31,3357.93
32,3322.24
96,4502.72
97,4901.3
127,4938.2
128,1698.03
129,5090.3
191,5034.49
192,2283.9
229,5265.22
255,4810.56
256,971.884
257,4843.79
319,5346.58
320,2293.16
321,5442.79
417,5277.77
479,3814.49
480,2386.39
511,4411.75
512,955.985
639,2380.26
640,983.684
767,2293.17
768,977.665
769,2297.14
1023,2149.56
1024,959.473
1025,2153.78
1525,2095.96
1526,2104.22
1527,2144.1
