size,mflop
31,2821.7
32,3265.72
96,3682.56
97,3781.35
127,3737.53
128,1977.78
129,3846.02
191,2753.1
192,1706.64
229,2583.03
255,2565.78
256,952.966
257,2628.23
319,2575.58
320,1706.24
321,2617.98
417,2543.65
479,2178.67
480,1823.04
511,2536.61
512,939.747
639,1787.74
640,958.433
767,1757.67
768,956.484
769,1750.76
1023,1663.1
1024,942.975
1025,1641.57
1525,645.685
1526,809.744
1527,639.899
