size,mflop
31,1723.71
32,1941.72
96,1364.66
97,2050.9
127,1969.48
128,428.332
129,1932.79
191,1496.74
192,617.447
229,1438.87
255,1419.9
256,267.874
257,1433.93
319,815.108
320,598.856
321,646.965
417,639.42
479,639.532
480,617.943
511,620.461
512,187.826
639,639.235
640,330.85
767,636.664
768,277.976
769,635.933
1023,607.569
1024,178.193
1025,605.709
1525,403.017
1526,426.936
1527,408.104
