size,mflop
31,3016.9
32,3836.38
96,4322.86
97,3667.51
127,3636.14
128,4350.5
129,3521.58
191,3538.7
192,4598.71
229,3602.57
255,3534.51
256,4305.25
257,3497.13
319,3528.3
320,4506.83
321,3469.38
417,3526.47
479,3478.55
480,4179.06
511,3260.34
512,3721.29
639,3647.13
640,3639.41
767,3557.9
768,4200.58
769,3341.2
1023,2331.9
1024,3065.15
1025,2643.09
1525,3388.69
1526,4308.05
1527,3525.3
