size,mflop
31,1920.75
32,2395.78
96,2381.69
97,1995.91
127,2035.28
128,2220.52
129,2014.16
191,2044.25
192,2304.8
229,2036.86
255,2042.77
256,1770.47
257,2030.92
319,2048.8
320,2280.83
321,2037.27
417,2034.38
479,2038.39
480,2339.07
511,1973.02
512,1285.61
639,2028.75
640,2165.87
767,2016.15
768,1766.02
769,2010.11
1023,1957.16
1024,1262.05
1025,1947.17
1525,1692.37
1526,1897.65
1527,1734.21
