size,mflop
31,2728.33
32,3082.28
96,3795.27
97,3300.55
127,2988.89
128,3158.46
129,2987.18
191,3078.84
192,3295.12
229,3032.66
255,3019.64
256,3036.03
257,2999.32
319,3030.38
320,3209.44
321,3036.3
417,3032.93
479,3045.32
480,3239.3
511,2954.27
512,2949.61
639,3015.93
640,3173.37
767,2993.92
768,3042.54
769,2989.22
1023,2915.89
1024,2862.09
1025,2901.95
1525,2984.45
1526,3144.55
1527,2980.21
