size,mflop
31,5435.88
32,4953.54
96,29072.8
97,31241.7
127,49864.4
128,46549.6
129,47516.3
191,84562.9
192,84347.4
229,88939.1
255,85713.7
256,74490.7
257,82198.9
319,97399.6
320,92178.7
321,96682.4
417,104655
479,110044
480,113204
511,96214.7
512,68255.1
639,108822
640,100495
767,117665
768,107626
769,116299
1023,103499
1024,71582.5
1025,99317.3
1525,116545
1526,118854
1527,113433
