size,mflop
31,3860.54
32,4835.76
96,5079.33
97,4821.79
127,4120.22
128,4656.97
129,4326.3
191,4736.89
192,5001.86
229,4609.43
255,4151.46
256,4423.08
257,4144.31
319,4567.88
320,4849.09
321,4605.67
417,4277.36
479,4424.18
480,4597.33
511,4004.42
512,4040.25
639,4082.44
640,4648.25
767,3972.13
768,4603.94
769,4178.02
1023,3128.16
1024,3007.42
1025,3127.58
1525,4460.55
1526,4792.77
1527,4493.88
