size,mflop
31,8017.03
32,8812.25
96,9618.13
97,9065.42
127,10156.4
128,10345.7
129,10203.9
191,10401.5
192,10524.3
229,10272.5
255,10690.1
256,10790.3
257,10499.3
319,11045
320,11129.5
321,10880.8
417,11129.2
479,10510.8
480,10556.4
511,10817.8
512,10845.9
639,10559.6
640,10599.8
767,10349.6
768,10387.5
769,10325.1
1023,10108.3
1024,10103
1025,10381.1
1525,8335.12
1526,8357.74
1527,8455.53
