size,mflop
31,17.6529
32,19.4978
96,106.409
97,111.128
127,161.937
128,161.942
129,163.572
191,260.369
192,269.092
229,321.289
255,357.98
256,351.915
257,352.983
319,441.709
320,448.553
321,442.87
417,585.28
479,660.716
480,664.507
511,687.554
512,690.427
639,840.969
640,832.859
767,969.312
768,959.213
769,966.229
1023,1211.16
1024,1223.22
1025,1262.64
1525,1721.17
1526,1731.22
1527,1723.08
