size,mflop
31,818.851
32,899.827
96,16316.4
97,2986.49
127,6357.58
128,5983.58
129,6608.87
191,16149.3
192,15739.1
229,9699.46
255,11996.1
256,12232
257,12239.9
319,11276.1
320,10922.7
321,11706.2
417,13469.8
479,17300
480,18113.3
511,12998.3
512,11783.2
639,16465.4
640,15387.5
767,15984.8
768,17068.8
769,12055.2
1023,15091.5
1024,14052
1025,15001.2
1525,15993.2
1526,16482.8
1527,16218.8
