size,mflop
31,2391.56
32,2398.93
96,3659.49
97,3896.52
127,3954.7
128,1715.93
129,4106.82
191,3350.09
192,1635.43
229,3263.1
255,3248.44
256,815.244
257,3268.43
319,3348.69
320,1612.06
321,3374.74
417,3184.37
479,2296.31
480,1646.46
511,2882.25
512,809.753
639,1676.21
640,814.844
767,1615.03
768,755.223
769,1616.15
1023,1286.51
1024,257.669
1025,1354.72
1525,674.537
1526,930.923
1527,920.825
