size,mflop
31,1527.11
32,1660.87
96,1643.51
97,1636.74
127,1666.15
128,1585.13
129,1638.51
191,1653.28
192,1583.87
229,1644.31
255,1668.51
256,1447.07
257,1621.26
319,1654.62
320,1544.03
321,1636.74
417,1641.3
479,1660.02
480,1587.35
511,1630.08
512,1053.94
639,1652.69
640,1487.77
767,1651.52
768,922.209
769,1645.06
1023,1226.76
1024,999.407
1025,1353.93
1525,924.803
1526,1157.08
1527,1137.5
