size,mflop
31,15440.8
32,19298.5
96,28095.5
97,28220.9
127,26294.8
128,28176.9
129,28046.5
191,29464.9
192,31694.6
229,31904.2
255,31339.9
256,32068.9
257,30105.6
319,31574
320,33439.8
321,32660
417,34723.2
479,34755
480,35812.2
511,33457.9
512,33515.1
639,34770.8
640,35097.5
767,34430.1
768,34875.8
769,33680.6
1023,33434.5
1024,33200.2
1025,33818.5
1525,35071
1526,35589.8
1527,32051.9
