size,mflop
31,6809.61
32,6810.36
96,11717.3
97,11047.6
127,10853.5
128,11927.7
129,10791.5
191,10333.4
192,11926.2
229,10665.8
255,10676.6
256,12288.4
257,10698.4
319,10821.6
320,12687.7
321,10834.3
417,10958.7
479,10963.9
480,12954.8
511,10954.1
512,13026.7
639,10559.7
640,12558.7
767,10654.5
768,12701.6
769,10651.8
1023,10131.5
1024,11823.8
1025,9950.51
1525,10216.6
1526,10775.6
1527,10197.8
