size,mflop
31,1911.72
32,2422.92
96,2413.75
97,2000.22
127,2034.51
128,2237.68
129,2015.53
191,2042.76
192,2345.02
229,2028.99
255,2048.23
256,1781.25
257,2038.91
319,2054.42
320,2324.18
321,2046.41
417,2045.14
479,2042.94
480,2353.16
511,1978.81
512,1284.4
639,1993.55
640,2146.22
767,1943.61
768,1724.39
769,1878.33
1023,1889.24
1024,1250.51
1025,1876.26
1525,1729.86
1526,2042.26
1527,1738.7
