size,mflop
31,6818.58
32,7038.16
96,8635.01
97,8312.28
127,9105.37
128,9239.83
129,7674.51
191,8572.42
192,8678.72
229,8902.58
255,9160.78
256,9261.6
257,8345.39
319,8833.19
320,8917.24
321,8768.56
417,8880.63
479,9106
480,9174.38
511,9244.44
512,9323.55
639,9244.35
640,9313.6
767,9247.07
768,9313.4
769,8956.31
1023,9267.62
1024,9329.9
1025,9051.03
1525,9123.12
1526,9157.65
1527,9135.22
