size,mflop
20,77.6723
31,273.12
32,297.809
96,1075.77
97,1119.14
127,2442.86
128,2593.95
129,827.561
191,2525.96
192,2530.52
229,1869.41
255,2566.8
256,2652.72
257,1415.2
319,2563.51
320,2636.84
321,1578.06
417,2101.79
479,2126.51
480,2130.91
511,2556.01
512,2585.31
639,2579.69
640,2598.96
767,2580.67
768,2609.81
769,2082.01
1023,2597.6
1024,2595.56
1025,2194.79
1525,2493.56
1526,2496.13
1527,2501.73
