size,mflop
31,7247.66
32,7160.38
96,10863
97,9751.92
127,9486.95
128,10607
129,9644.04
191,9137.98
192,9879.93
229,8727.98
255,8698.84
256,8974.57
257,8723.51
319,8778.86
320,9080.61
321,8781.55
417,8851.83
479,8862.82
480,9145.06
511,8847.78
512,8973.11
639,8880.66
640,9208.17
767,8888.43
768,9156.46
769,8896.39
1023,8888.75
1024,9018.25
1025,8889.82
1525,4637.06
1526,4636.72
1527,4581.81
