size,mflop
31,947.413
32,1101.9
96,5381.53
97,5344.79
127,5953.3
128,6539.43
129,6232.8
191,5660.82
192,5851.21
229,6440.28
255,6909.65
256,6893.58
257,6469.25
319,6959.83
320,7361.11
321,7323.46
417,6964.08
479,7172.81
480,7262.71
511,7502.02
512,7393.44
639,7570.61
640,7657.61
767,7564.45
768,7417.98
769,7359.12
1023,7529.31
1024,7381.04
1025,7376.04
1525,7511.07
1526,7522.7
1527,7518.68
