size,mflop
31,3539.17
32,4692.17
96,5691
97,5030.52
127,4876.83
128,5911.23
129,4359.42
191,4609.5
192,5601.86
229,4991.74
255,5245.84
256,5727.17
257,4992.79
319,4721.58
320,5659.86
321,4753.61
417,4905.36
479,5136.2
480,5622.33
511,5402.87
512,4629.23
639,5040.16
640,5732.05
767,5355.91
768,5631.79
769,5268.82
1023,5420.55
1024,4493.31
1025,5350.81
1525,4938.13
1526,4941.8
1527,4900.45
