size,mflop
31,5921.93
32,5814.41
96,8867.77
97,7944.48
127,8299.97
128,9475.54
129,8427.71
191,7736.4
192,8476.77
229,7364.32
255,7450.5
256,7667.14
257,7468.44
319,7500.33
320,7761.82
321,7508.54
417,7535.2
479,7576.72
480,7804.64
511,7568.24
512,7559.64
639,7593.83
640,7839.68
767,7620.51
768,7821.51
769,7620.83
1023,7625.07
1024,7715.05
1025,7624.25
1525,4409.45
1526,4417.84
1527,4390.52
