size,mflop
31,3108.04
32,3828.59
96,4257.09
97,3823.34
127,4012.1
128,4210.19
129,3918.45
191,4083.38
192,4228.46
229,4048.22
255,4107.43
256,4073.93
257,4059.91
319,4140.35
320,4181.56
321,4096.68
417,4128.65
479,4171.96
480,4241.29
511,4137.5
512,3740.61
639,4169.84
640,4145.21
767,4131.89
768,4073.82
769,4106.68
1023,4031.82
1024,3599.8
1025,4044.36
1525,3803.15
1526,3819.6
1527,3796.21
