size,mflop
31,15475.6
32,19570
96,28115.8
97,28083
127,26287.7
128,28153.2
129,28105.5
191,29375.3
192,31646.6
229,31898.2
255,31490.1
256,32048.2
257,30102.3
319,31527.6
320,33427.8
321,32630.6
417,34615.4
479,34326.1
480,35163.3
511,33093.9
512,32815.4
639,33169.2
640,34560.1
767,33191.7
768,33134.9
769,32269
1023,31915.7
1024,32276.1
1025,31962.3
1525,31538.2
1526,32422.3
1527,33677
