size,mflop
31,1767.62
32,2075.48
96,4108
97,3788.51
127,3821.54
128,4506.49
129,3668.02
191,3860.82
192,4569.84
229,3999.73
255,4197.12
256,4561.94
257,4133.02
319,3911.51
320,4597.76
321,3833.25
417,4039.47
479,4166.63
480,4478.64
511,4384.83
512,3964.58
639,4105.67
640,4462.85
767,4346.12
768,4583.57
769,4332.56
1023,4384.74
1024,3763.32
1025,4362.46
1525,4007.28
1526,4003.59
1527,3970.94
