size,mflop
31,1429.37
32,1638.57
96,3850.04
97,3890.89
127,4203.01
128,3584.22
129,4455.07
191,5018.69
192,5211.92
229,5400.48
255,5455.15
256,4923.06
257,5629.45
319,5779.89
320,5762.66
321,5951.43
417,5291.99
479,5395.46
480,5506.05
511,5225.95
512,3991.71
639,5831.17
640,5557.4
767,5515.85
768,4863.89
769,5587.93
1023,5486.36
1024,3927.04
1025,5490.37
1525,5743.25
1526,5758.15
1527,5740.59
