size,mflop
31,2196.51
32,2763.62
96,7735.2
97,7460.77
127,7671.2
128,8610.5
129,7515.81
191,8235.7
192,9243.76
229,8742.31
255,8734.31
256,8913.27
257,8584.92
319,8597.91
320,9452.87
321,8451.71
417,8900.01
479,8799.64
480,9245.28
511,9103.21
512,7187.25
639,9041.12
640,9174.39
767,9196.51
768,8890.38
769,9156
1023,8901.97
1024,6770.47
1025,8913.65
1525,8657
1526,8664.74
1527,8603.95
