size,mflop
31,2788.86
32,3267.17
96,3684.41
97,3787.37
127,3710.47
128,1969.79
129,3845.52
191,2752.23
192,1976.41
229,2603.75
255,2672.64
256,953.623
257,2740.47
319,2805.74
320,1808.51
321,2847.2
417,2832.21
479,2260.19
480,1917.68
511,2674.87
512,943.558
639,1817.78
640,961.535
767,1782.82
768,960.873
769,1776.52
1023,1681.24
1024,950.25
1025,1663.7
1525,971.236
1526,1063.65
1527,973.426
