size,mflop
31,19225.5
32,23920.6
96,34594.2
97,34521.1
127,31973.3
128,34090.7
129,34260
191,35906.8
192,38511.9
229,38911.2
255,38405.8
256,39098.8
257,36707.2
319,38617.6
320,40851.4
321,39856.2
417,42503.8
479,42669.1
480,43973.5
511,41364.3
512,41507.7
639,43946.1
640,44473.9
767,43780.1
768,44584.4
769,43435.5
1023,42427.4
1024,41808.3
1025,42319.5
1525,43922.7
1526,43909.7
1527,43633.9
