size,mflop
31,15500.6
32,19422.6
96,27940.6
97,27710.5
127,26378.7
128,28068.5
129,28005.3
191,29305.4
192,31536
229,31786
255,31329.4
256,31934.4
257,29945.2
319,31566.9
320,33244.9
321,32451.6
417,34488.7
479,33755
480,34526.8
511,30843.2
512,30793.5
639,31674.3
640,31176.5
767,30013.9
768,30676.8
769,27708.1
1023,31948.2
1024,31591.2
1025,29787.4
1525,33413.3
1526,34159.7
1527,35470
