size,mflop
31,2608.69
32,3127.98
96,3812.91
97,3789.65
127,3744.37
128,1780.71
129,3896.37
191,3732.52
192,1864.98
229,3851.07
255,3820.22
256,848.14
257,3907.78
319,3784.29
320,1893.81
321,3829.45
417,3714.72
479,2696.24
480,1928.46
511,3252.39
512,830.033
639,1890.95
640,660.845
767,1372.01
768,307.005
769,523.287
1023,781.149
1024,375.217
1025,1064.87
1525,819.68
1526,1951.14
1527,1778.95
