size,mflop
31,7143.53
32,7464.13
96,9087.3
97,8982.78
127,9034.59
128,9044.97
129,9021.99
191,9189.9
192,9526.77
229,9479.16
255,9296.08
256,9478.82
257,9384.81
319,9395.16
320,9549.92
321,8677.67
417,9139.54
479,9368.48
480,9752.68
511,9453.72
512,9531.88
639,9665.88
640,9711.96
767,9566.11
768,9480.34
769,9409.5
1023,9318.85
1024,9793.11
1025,9631.14
1525,9760.56
1526,9823.07
1527,10036.2
