size,mflop
31,3378.22
32,4551.89
96,5644.51
97,4854.21
127,4838.68
128,5713.4
129,5025.42
191,4897.75
192,5570.23
229,4955.24
255,4964.58
256,5571.43
257,5013.24
319,4841.33
320,5563.33
321,4891.19
417,5001.97
479,4990.56
480,5719.17
511,5037.96
512,5809.29
639,5107.36
640,5789.75
767,5132.73
768,5747.89
769,5156.96
1023,5205.6
1024,5489.77
1025,5207.89
1525,3301.45
1526,3353.6
1527,1588.07
