size,mflop
31,1466.97
32,1492.09
96,3498.44
97,3606.97
127,7255.05
128,7113.7
129,2963.79
191,8790.34
192,8647.97
229,5840.83
255,7777.26
256,7536.14
257,5282.65
319,9633.26
320,9600.11
321,5815.56
417,8144.98
479,6843.66
480,6823.98
511,8079.16
512,8098
639,10078.3
640,10400.8
767,9449.07
768,9293.05
769,8423.62
1023,7787.68
1024,7654.6
1025,9092.78
1525,8188.99
1526,8214.43
1527,8224.39
