size,mflop
31,1976.74
32,2094.56
96,2084.87
97,2313.86
127,2394.86
128,1761.82
129,2357.13
191,2452.34
192,1955.77
229,2459.59
255,2422.6
256,1531.06
257,2398.6
319,2488.52
320,1947.43
321,2469.78
417,2467.87
479,2494.73
480,2062.08
511,2141.34
512,1077.68
639,2481.59
640,1740.39
767,2407.4
768,1528.52
769,2390.43
1023,2061.25
1024,1067.21
1025,2069.28
1525,2386.31
1526,2411.23
1527,2388.96
