size,mflop
31,2980.65
32,3468.81
96,4481.02
97,4041.88
127,4076.42
128,4251.06
129,3924.34
191,4085.64
192,4265.21
229,4155.56
255,4138.62
256,4221.2
257,4044.79
319,4128.8
320,4229.81
321,4157.21
417,4104.46
479,4191.45
480,4286.63
511,4174.36
512,4216.36
639,4184.02
640,4218.07
767,4186.19
768,4218.2
769,4156.81
1023,4190.8
1024,4210.78
1025,4164.61
1525,4162.48
1526,4197.86
1527,4166.9
