size,mflop
31,1511.89
32,1522.93
96,1505.48
97,1522.1
127,1532.28
128,1281.29
129,1524.35
191,1528.18
192,1426.85
229,1520.68
255,1528.47
256,919.051
257,1524.11
319,1529.13
320,1415.69
321,1525.13
417,1523.66
479,1525.45
480,1491.82
511,1240.8
512,339.858
639,1512.12
640,1247.86
767,1493.86
768,920.057
769,1492.3
1023,1107.09
1024,339.015
1025,848.756
1525,1298.45
1526,1347.45
1527,1299.65
