size,mflop
31,1820.77
32,1894.23
96,3082.89
97,3034.35
127,3333.47
128,3352.36
129,3045.49
191,3298.29
192,3324.39
229,3298.56
255,3350.75
256,3515.19
257,3374.69
319,3397
320,3416.66
321,3399.01
417,3402.85
479,3398.75
480,3412.39
511,3414.17
512,3546.1
639,3429.05
640,3535.81
767,3442.99
768,3539.68
769,3490.06
1023,3466.43
1024,3540.07
1025,3503.88
1525,3471.75
1526,3467.26
1527,3472.04
