size,mflop
31,2192.64
32,2978.07
96,4823.26
97,4735.33
127,4714.67
128,4882.74
129,4734.33
191,5146.64
192,5219.83
229,5283.99
255,5245.33
256,5520.45
257,5338.7
319,5293.87
320,5330.85
321,5259.8
417,5482.92
479,5474.34
480,5605.13
511,5464.67
512,5542.15
639,5445.08
640,5622.74
767,5614.67
768,5703.14
769,5598.05
1023,5578.56
1024,5642.37
1025,5574.61
1525,5530.61
1526,5596.46
1527,5528.01
