size,mflop
31,3418.84
32,4244.94
96,4569.97
97,4087.3
127,4036.33
128,4551.74
129,3976.52
191,3999.83
192,4914.31
229,3974.24
255,3930.98
256,4173.89
257,3897.24
319,3782.64
320,4504.18
321,3739.24
417,3617.33
479,3498.55
480,3978.93
511,3274.12
512,3023.62
639,3633.53
640,3969.67
767,3642.16
768,3876.61
769,3565.74
1023,2867.88
1024,2802.75
1025,2820.31
1525,3673.26
1526,4056.95
1527,3669.46
