size,mflop
31,100.894
32,111.043
96,2917.84
97,3000.07
127,1051.45
128,1077.08
129,1101.39
191,3535.65
192,3598.35
229,1858.55
255,2643.23
256,2676.47
257,2704.84
319,2241.84
320,2263.96
321,2283.63
417,2588.81
479,3904.04
480,3931.45
511,4726.99
512,4757.96
639,3459.66
640,3478.67
767,4017.92
768,4033.84
769,4051.62
1023,4856.4
1024,4926.5
1025,4940.11
1525,4778.49
1526,4793.34
1527,4813.67
