size,mflop
31,1950.35
32,2394.69
96,2409.97
97,2008.86
127,2052.49
128,2227.96
129,2030.18
191,2068.44
192,2336.38
229,2061.25
255,2067.78
256,1781.5
257,2052.87
319,2071.54
320,2320.81
321,2058.73
417,2043.79
479,2072.13
480,2370.07
511,1981.76
512,1285.4
639,2054.56
640,2183.34
767,1890.11
768,1774.66
769,2023.01
1023,1921.27
1024,1267.42
1025,1964.21
1525,1811.16
1526,2081.42
1527,1811.4
