size,mflop
31,2785.69
32,3267.94
96,3686.14
97,3783.13
127,3734.88
128,1983.7
129,3881.26
191,2671.97
192,1939.45
229,2516.69
255,2547.73
256,967.617
257,2621.38
319,2491.82
320,1795.94
321,2609.31
417,2458.24
479,2121.07
480,1812.47
511,2447.42
512,925.021
639,1765.88
640,940.929
767,1364.96
768,908.87
769,1585.07
1023,636.861
1024,433.608
1025,422.667
1525,587.594
1526,669.481
1527,764.063
