size,mflop
31,1717.45
32,1926.9
96,1240.85
97,2039.77
127,1959.45
128,425.645
129,1915.54
191,1527.7
192,611.856
229,1468.16
255,1435.15
256,264.238
257,1450.51
319,643.961
320,588.749
321,642.836
417,639.958
479,635.471
480,612.152
511,617.97
512,189.36
639,634.393
640,329.945
767,631.304
768,278.449
769,630.742
1023,605.895
1024,180.03
1025,601.621
1525,542.232
1526,388.173
1527,381.671
