size,mflop
31,1736.8
32,1941.82
96,1364.14
97,2064.84
127,1968.69
128,424.266
129,1967.62
191,1497.87
192,611.042
229,1443.84
255,1416.95
256,264.962
257,1430.82
319,648.922
320,593.872
321,646.924
417,646.477
479,639.791
480,617.671
511,620.746
512,184.545
639,639.365
640,329.449
767,636.789
768,279.342
769,636.403
1023,609.66
1024,178.164
1025,606.833
1525,548.317
1526,514.996
1527,551.705
